"x","celllabel","parent","parentlabel","Score"
"<http://purl.obolibrary.org/obo/CL_0002444>","Ly49H-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0002087>","nongranular leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002444>","Ly49H-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0000824>","mature natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002444>","Ly49H-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0002438>","NK1.1-positive natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002444>","Ly49H-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0002444>","Ly49H-positive natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000542>","lymphocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000623>","natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0002087>","nongranular leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000824>","mature natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0002438>","NK1.1-positive natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0002445>","Ly49D-negative natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000542>","lymphocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000623>","natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0002087>","nongranular leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0000824>","mature natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0002438>","NK1.1-positive natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","<http://purl.obolibrary.org/obo/CL_0002448>","Ly49H-negative natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0000219>","motile cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0000542>","lymphocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0000623>","natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0000738>","leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0002087>","nongranular leukocyte","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0000824>","mature natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0002438>","NK1.1-positive natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0002441>","CD94-positive natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0002443>","Ly49CI-positive natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","<http://purl.obolibrary.org/obo/CL_0002449>","CD94-positive Ly49CI-positive natural killer cell","1"
"<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","<http://purl.obolibrary.org/obo/CL_0002013>","GlyA-positive basophillic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000549>","basophilic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0002014>","Kit-negative, Ly-76 high basophilic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","<http://purl.obolibrary.org/obo/CL_0002015>","Kit-negative, Ly-76 high polychromatophilic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000550>","polychromatophilic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0002016>","CD71-low, GlyA-positive polychromatic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","<http://purl.obolibrary.org/obo/CL_0002017>","Kit-negative, Ly-76 high orthochromatophilic erythroblasts","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000764>","erythroid lineage cell","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0002242>","nucleate cell","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000763>","myeloid cell","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000765>","erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0000552>","orthochromatic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","<http://purl.obolibrary.org/obo/CL_0002018>","CD71-negative, GlyA-positive orthochromatic erythroblast","1"
"<http://purl.obolibrary.org/obo/CL_0000831>","mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000000>","cell","1"
"<http://purl.obolibrary.org/obo/CL_0000831>","mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000003>","native cell","1"
"<http://purl.obolibrary.org/obo/CL_0000831>","mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000988>","hematopoietic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000831>","mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000839>","myeloid lineage restricted progenitor cell","1"
"<http://purl.obolibrary.org/obo/CL_0000831>","mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000548>","animal cell","1"
"<http://purl.obolibrary.org/obo/CL_0000831>","mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0002371>","somatic cell","1"
"<http://purl.obolibrary.org/obo/CL_0000831>","mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000831>","mast cell progenitor","1"
"<http://purl.obolibrary.org/obo/CL_0000831>","mast cell progenitor","<http://purl.obolibrary.org/obo/CL_0000255>","eukaryotic cell","1"
